"publishedDate","lang","publishedPlatform","title","locationId","travelDate","tripType","rating","text"
"2023-01-13","it","OTHER","Livello top con qualche  defaiance","2261775","2022-12","NONE","4","Partiamo con  BENE
location, elegante e di classe, Cucina  ottima consiglio le  tartare di manzo, ottima  cantina, prezzo europeo.
MALE: la Hostess all'ingresso scosciata, anche  se  carina l'ho trovata volgare  nell' outfit. Carte di credito ancora con la  selezione  bancomat  o qualche  circuito loro ne  ho provate  TRE e con nessuna  sono riusciti a  farsi pagare, alla  fine  ho dovuto dare  mezzo chilo di banconote.
All'uscita  ho chiesto un taxi, impossibile trovarne  uno per  la stessa hostess di prima, ho usato la  mia  app Yandex 3 minuti ed è arrivato."
"2022-10-02","en","MOBILE","Not recommended","2261775","2022-10","COUPLES","2","The restaurant looks good but that is probably the only good part.

We waiting for 40+ minutes for our food and sadly the spaghetti was cold. May have been waiting for some time to be given to us. The food was also light on salt if any. 

We will not be returning"
"2022-09-12","en","OTHER","Very nice restaurant","2261775","2022-09","NONE","4","A very cozy and classy decorated restaurant a bit from city center - but worth a little detour.
They offer a wide variety of both local and international courses.
Food is served quickly and is both well prepared and very nicely arranged, here's something both for the eye and the stomach.
Unfortunately, I was not allowed to taste the wine before deciding, but in their defense: It was spot on (Moldavian wines are actually generally very good).
The staff is friendly but as they were very busy (Saturday evening) they weren't attentive."
"2022-08-23","ru","MOBILE","Вкусно готовить не умеют","2261775","2022-08","FAMILY","2","Посетили это заведение 23 августа, всё началось с того что на входе с нами поздоровались и на этом забыли, куча официантов проходили мимо и делали вид что нас не видят. Мы пришли туда по хорошим отзывам и рейтинку на TripAdvisor. Блюда несли долго, вся еда б ыла очень пересоленная, куринный суп мясо жесткое,  мететеи очень жирные и опять таки очень солёные.  Сложилось такое ощущение что там добавли кучу хим. приправ и усилителей вкуса, пить хотелось неймоверно потом целый день, умирали от дажды. Цены не дешевые, оставили куча денег и никакого удовольствия от еды не получили. Не советую!"
"2022-07-20","ru","MOBILE","Вкусные блюда и отличная терраса","2261775","2022-07","COUPLES","5","Отличное заведение на протяжении многих лет! Очень классная подача и вкусные блюда. Понравился шашлык с салатом и перцем на гриле👍🏼"
"2024-10-12","en","MOBILE","The best restaurant in over 600+ reviews ","21041974","2024-10","FRIENDS","5","I went i many countries an i ate in over 600 restaurants, for me this was the best, overall.
Serving was very professional.
All of the dishes were excellent. We ate here 2 evenings in a row and we tried many of the menu options.
Some combinations are just amazing. 
We ate for starter: home made chicken pate, eggplant rolls with nuts, pepper rolls with cheese, 3 types of pork fat ( slănină) with truffles and mustard, creamy butter with bread, moldavian pie with cheese, rabbit terrine, caviar, mashed beans with onion. 
 Main course : pork chop, meatballs (mici) with peas puree, beef cheeks, pork with polenta, lamb cutlets. 
We took all dessert. We liked especially ""Evening Chișinău"" but the one with basil was really nice. The rest were good also. 
Food presentation very nice. 
We stayed on the terrace, smoking is permitted outside.
Prices are fair for what they offer. 
Some parking options near it. 

"
"2024-10-06","en","OTHER","Superb","21041974","2024-10","SOLO","5","I went on my first night in Moldova.  I started with plăcinta cu brânză which was delicious. Then the lamb was superb. My dessert of Chișinău in the Evening blew my mind. The accompanying wins was delicious. I booked again for five nights later and was not disappointed. The staff were very professional and attentive. If I ever visit Chișinău again this is the place I will eat every night. Superb."
"2024-08-20","en","MOBILE","One of the best restaurants in the world — not an exaggeration","21041974","2024-08","FAMILY","5","This was one of the best restaurants I have ever been too and I travel all over for food! The food was delicious combination of local with a modern twist.  There were things we ate that my family has never liked but liked them here. Our waiter whose name I can’t remember was a delight. Very strongly recommend."
"2024-08-18","en","MOBILE","Never again","21041974","2024-08","FRIENDS","1","If you are hungry, change the place. The most expensive lamb was soooo tiny and full of fat. The price and quality did not meet. "
"2024-07-27","ru","MOBILE","Fuior-ичное место","21041974","2024-05","SOLO","5","Обалденное заведение - все, как я ожидала. Интересный интерьер с приглушенным светом. Дизайнеры взяли за основу этнический стиль, но увели его в сторону современного. Еда вкусная, подача красивая, обслуживание изысканное - я это обожаю.

Приятно из Украины приезжать на свою Родину в Молдавию, и попадать в такие достойные места!"
"2024-06-16","en","MOBILE","Great food great price service hmmm","21041974","2024-06","FRIENDS","4","This restaurant is located next door to the Radisson, and opposite the Bristol Central Park Hotel. I would guess the restaurant does very well from guests of both hotels. 

The restaurant has both a tented outdoor seating area, and a more formal but cosy inside area. Both sections feature tables for all sizes of party. The outdoor area was full, but were advised there were tables available inside. Overall there is an upmarket feel and ambience. 

We were quickly seated. Personally I felt we were somewhat rushed (I think by the maitre’d) and prompted for our menu and drink choices. 

The wine list only quotes bottle prices, but my dining companion was offered wine by the glass. We did ask for tap water for the table but was given and charged for a bottle of still water.

We both had starters and mains. My pate was most acceptable. My friends dish with dry ice had much visual pleasure. For main I chose from the summer menu of chicken with a lemongrass sauce, which was tasty, but felt the portion was a bit small (we both have a healthy appetite).

We asked for the desert menu but were advised that the kitchen had closed ten mins earlier  (it was late eve) so unfortunately we missed out on this course. A shame ! 

Compared to regular European capital high prices, the cost was most reasonable. 

Overall the food was very good at a great price point. We just felt the service was somewhat not quite as expected.

Would we recommend ? 
Yes"
